iter	Logloss
212	0.3893408022
213	0.3892609148
214	0.3891644094
215	0.3889509722
216	0.3889014496
217	0.388889491
218	0.3887620103
219	0.3886010555
220	0.388585484
221	0.3885195281
222	0.3884070868
223	0.3882446485
224	0.3881153224
225	0.388081239
226	0.3880675096
227	0.3879258594
228	0.3879258593
229	0.3877300271
230	0.3876710135
231	0.3875503012
232	0.3873804686
233	0.3872711724
234	0.3870972149
235	0.3869952844
236	0.3869732012
237	0.3868646169
238	0.3868146155
239	0.386787758
240	0.3867246565
241	0.3866282207
242	0.3864679791
243	0.3864505946
244	0.3861734224
245	0.3860637869
246	0.3859139681
247	0.3858382232
248	0.3857217315
249	0.3856153497
250	0.3856153496
251	0.3855405489
252	0.3854335316
253	0.385260665
254	0.3852510387
255	0.3851692338
256	0.3851191498
257	0.3850373539
258	0.3848887939
259	0.3848263026
260	0.3846655617
261	0.3845859735
262	0.3845200756
263	0.3844249715
264	0.3843862736
265	0.3843855295
266	0.3843250082
267	0.3842472515
268	0.3841328783
269	0.3839541067
270	0.3839505958
271	0.3838295806
272	0.3837362285
273	0.3836859085
274	0.3836333661
275	0.3835853049
276	0.3835412739
277	0.3833353087
278	0.3833020989
279	0.3831787491
280	0.3830318827
281	0.3829588065
282	0.382771501
283	0.3826872439
284	0.3826628005
285	0.3824621129
286	0.3824462495
287	0.3824459811
288	0.3824447747
289	0.3823310143
290	0.382179041
291	0.3820434885
292	0.3820331574
293	0.3819139989
294	0.3817810753
295	0.3816106027
296	0.3813939217
297	0.3811743957
298	0.3809320163
299	0.3806897169
300	0.3806537532
301	0.3804543469
302	0.3804315803
303	0.3804162798
304	0.380350779
305	0.3802111086
306	0.38016986
307	0.3800041871
308	0.3799256637
309	0.379812631
310	0.3796822796
311	0.3795864711
312	0.3795864467
313	0.3795774619
314	0.3795185506
315	0.3793273446
316	0.3792881909
317	0.3792255967
318	0.3791568058
319	0.3790869982
320	0.3790482687
321	0.3790385383
322	0.3790127896
323	0.3788951565
324	0.378838604
325	0.3786201474
326	0.378620138
327	0.3785585028
328	0.3784867922
329	0.3784858564
330	0.3784121998
331	0.3784044504
332	0.3782014009
333	0.378196527
334	0.3780933078
335	0.3780704928
336	0.3780554356
337	0.3779326209
338	0.377714317
339	0.3775942101
340	0.3775775891
341	0.3774894342
342	0.3774286982
343	0.3774177998
344	0.3772976898
345	0.3771866827
346	0.377152128
347	0.3771161024
348	0.3770719529
349	0.3770154366
350	0.3769701728
351	0.3768591309
352	0.3768261173
353	0.3767476755
354	0.3766568959
355	0.3766266206
356	0.376555179
357	0.3765057718
358	0.3764989007
359	0.3764241594
360	0.3763470562
361	0.3762998782
362	0.376252107
363	0.376242054
364	0.3761365536
365	0.3761083789
366	0.3760574398
367	0.3758973882
368	0.3758794501
369	0.3757687917
370	0.3757224232
371	0.3757134502
372	0.3756548003
373	0.3754760266
374	0.3753452979
375	0.3751932151
376	0.3751765749
377	0.3750310157
378	0.374895136
379	0.3748531568
380	0.3748531248
381	0.3745614154
382	0.374338611
383	0.3743385584
384	0.3743213657
385	0.3742459551
386	0.3740864173
387	0.3740670654
388	0.3740045623
389	0.3739070539
390	0.3738550407
391	0.3736632603
392	0.3736501992
393	0.3736501691
394	0.373610291
395	0.3734374892
396	0.3734030942
397	0.3733164262
398	0.3732252446
399	0.3731621215
400	0.3730609808
401	0.3729432655
402	0.3729005925
403	0.3728772539
404	0.3726127877
405	0.3725420949
406	0.3724509339
407	0.3723859959
408	0.3723859416
409	0.3722650661
410	0.372151896
411	0.3720971919
412	0.3719980056
413	0.3718935434
414	0.3718708158
415	0.3718461567
416	0.371820704
417	0.3716290627
418	0.3715469304
419	0.3715364228
420	0.3715317868
421	0.3715209404
422	0.3715156292
423	0.3714191246
424	0.3713380915
425	0.3711703252
426	0.3711434661
427	0.3710917396
428	0.371082145
429	0.371040386
430	0.3709634102
431	0.3708760389
432	0.3707995101
433	0.3707021769
434	0.3705653559
435	0.3703619893
436	0.3703011635
437	0.3701954391
438	0.3701951265
439	0.370100653
440	0.3700203622
441	0.3699647446
442	0.3698420328
443	0.3697818915
444	0.369695253
445	0.3695680407
446	0.3695678502
447	0.3694475496
448	0.3693894371
449	0.3693564286
450	0.3692677611
451	0.3690450396
452	0.3689707794
453	0.3688205763
454	0.368655708
455	0.3684928241
456	0.3682796512
457	0.3681694835
458	0.3681088238
459	0.3680672355
460	0.3679977973
461	0.3678548394
462	0.3677828232
463	0.367734686
464	0.367716467
465	0.3676601461
466	0.3675578331
467	0.3674906564
468	0.367312001
469	0.3672295666
470	0.3671824195
471	0.3670636975
472	0.3669893346
473	0.3668588525
474	0.3667249117
475	0.3666365796
476	0.366516973
477	0.3663900047
478	0.3662016156
479	0.3660649434
480	0.3659551934
481	0.3658420808
482	0.3656857672
483	0.3656346232
484	0.365497966
485	0.3653860186
486	0.3653086846
487	0.3651112313
488	0.3650358038
489	0.3649433215
490	0.3648811681
491	0.3648164772
492	0.364771485
493	0.3646657189
494	0.3645388416
495	0.3644617262
496	0.364402935
497	0.3643465284
498	0.3642621242
499	0.3642032045
500	0.3640569383
501	0.3639202668
502	0.3638125765
503	0.3637548491
504	0.3636154312
505	0.3635924396
506	0.3635358558
507	0.3633937432
508	0.3631579565
509	0.3630127454
510	0.3628054382
511	0.3627684631
512	0.3626598825
513	0.3625039872
514	0.3624446049
515	0.3623442182
516	0.3622717513
517	0.3621989897
518	0.3620419108
519	0.3618951619
520	0.3618218927
521	0.3617681285
522	0.3615858368
523	0.3615381992
524	0.3613944444
525	0.3612995023
526	0.3612361058
527	0.3611511217
528	0.3611016869
529	0.3610374614
530	0.3609730119
531	0.3609173954
532	0.3608988194
533	0.360774366
534	0.3607198234
535	0.3606245408
536	0.3605123507
537	0.3604626562
538	0.3602499203
539	0.3600945893
540	0.3600238218
541	0.3599311248
542	0.3598458622
543	0.3597547697
544	0.3596492344
545	0.3594501268
546	0.359391223
547	0.3592278605
548	0.3591762275
549	0.3590418065
550	0.358903608
551	0.3588075328
552	0.3586554234
553	0.3585724008
554	0.3584787177
555	0.3584262339
556	0.3583092155
557	0.3582753523
558	0.3582271646
559	0.3581618887
560	0.358036235
561	0.3578950885
562	0.357696424
563	0.3575703154
564	0.3573208129
565	0.3572357327
566	0.3571798542
567	0.3570149183
568	0.3569158854
569	0.3567092835
570	0.3564709977
571	0.356401923
572	0.356334591
573	0.3562283904
574	0.3560017209
575	0.3559375169
576	0.3558459736
577	0.3557400552
578	0.3555230826
579	0.3554428624
580	0.3553667503
581	0.3552098706
582	0.3551455904
583	0.3550232071
584	0.3549611473
585	0.3548833143
586	0.3547543503
587	0.354608228
588	0.3544568958
589	0.3543731744
590	0.3543238262
591	0.3542802236
592	0.3542479972
593	0.3541465808
594	0.3540394929
595	0.3538795668
596	0.3537659976
597	0.3537404226
598	0.3536788522
599	0.3535293311
600	0.3533995718
601	0.3532707499
602	0.3532013226
603	0.353035236
604	0.3529899624
605	0.3529543529
606	0.3528621561
607	0.3526781488
608	0.3525860387
609	0.3524443722
610	0.3523702624
611	0.3522543477
612	0.3521726787
613	0.3520892326
614	0.3519552106
615	0.351859134
616	0.351758418
617	0.3516747656
618	0.3515943361
619	0.3515055061
620	0.3514468126
621	0.3513384723
622	0.3512629417
623	0.3511724854
624	0.3510501292
625	0.3509591026
626	0.3508899715
627	0.3508247719
628	0.350703033
629	0.3506353088
630	0.3505452876
631	0.3503468586
632	0.3503259839
633	0.3502904696
634	0.3501971367
635	0.3501413055
636	0.3500481486
637	0.3499305616
638	0.3497371518
639	0.3496203657
640	0.349487651
641	0.3494029561
642	0.3492897121
643	0.3491580517
644	0.3490782053
645	0.349042704
646	0.3489003882
647	0.3488321207
648	0.3487438668
649	0.3486217273
650	0.3485562649
651	0.348356601
652	0.3481103762
653	0.3480578724
654	0.3479928231
655	0.3478657626
656	0.3477811708
657	0.3476758493
658	0.347531353
659	0.3474763842
660	0.3473184532
661	0.3472764652
662	0.347179327
663	0.3470860766
664	0.3470481844
665	0.3469956139
666	0.3469554706
667	0.3468520246
668	0.3467726674
669	0.3467501941
670	0.3466325803
671	0.3465728814
672	0.3464477826
673	0.3463418372
674	0.3462647795
675	0.3460924072
676	0.3460074863
677	0.3459057214
678	0.3457394701
679	0.3455467823
680	0.3453990122
681	0.3453477607
682	0.3452307196
683	0.3451448435
684	0.3450567735
685	0.3450064748
686	0.3449029872
687	0.3447696815
688	0.3447210483
689	0.3446913943
690	0.3445174713
691	0.3444926554
692	0.3443551191
693	0.3443062265
694	0.3441752903
695	0.3440661536
696	0.3439441874
697	0.3438737126
698	0.3436935053
699	0.3436160554
700	0.3435422807
701	0.3434216318
702	0.3433082082
703	0.343099789
704	0.3430143382
705	0.3428666469
706	0.3427374704
707	0.3426915059
708	0.3424701034
709	0.3423618995
710	0.3423005185
711	0.3422394428
712	0.3421599028
713	0.3420691575
714	0.3420002587
715	0.3418698384
716	0.3417967409
717	0.3417373932
718	0.3416435362
719	0.3415159571
720	0.3414939608
721	0.3414613624
722	0.3413960168
723	0.3412716199
724	0.3411488685
725	0.3409722507
726	0.3409178792
727	0.3408189615
728	0.340713896
729	0.3406448647
730	0.340548285
731	0.3405343995
732	0.3403801816
733	0.3403140833
734	0.3402368726
735	0.3400828687
736	0.339999018
737	0.3398855785
738	0.339770132
739	0.3397043481
740	0.3396392273
741	0.3395299599
742	0.3394607074
743	0.3393338576
744	0.3393002608
745	0.3392135751
746	0.339193178
747	0.33914971
748	0.3390850845
749	0.3390480595
750	0.3389881422
751	0.3389262131
752	0.3388178147
753	0.3387683449
754	0.3387494291
755	0.3386664257
756	0.3385588397
757	0.3385037989
758	0.3384384274
759	0.3383338669
760	0.3382296268
761	0.3381765348
762	0.3380351066
763	0.3379059977
764	0.3378368139
765	0.3377221793
766	0.3376223411
767	0.337411469
768	0.337405157
769	0.3373872767
770	0.3372071462
771	0.3372046052
772	0.3371802843
773	0.3371567242
774	0.33708674
775	0.3370443525
776	0.3370070195
777	0.3369509771
778	0.3367978517
779	0.336722167
780	0.336639052
781	0.3365472345
782	0.3364647103
783	0.3363946842
784	0.3363659513
785	0.336303956
786	0.3362593881
787	0.3361670527
788	0.3361098444
789	0.3360477762
790	0.3359455376
791	0.3358680599
792	0.3358620479
793	0.3357900533
794	0.3357235653
795	0.3356657886
796	0.3355403268
797	0.3354746799
798	0.3352951915
799	0.3352245899
800	0.3350968143
801	0.3350533781
802	0.3349849303
803	0.3349791876
804	0.3349638089
805	0.3348650817
806	0.3347896233
807	0.3347490998
808	0.3346837809
809	0.334629817
810	0.3345145602
811	0.3343589484
812	0.3342499097
813	0.3341816727
814	0.3340474663
815	0.3339547288
816	0.3338621201
817	0.333808303
818	0.3337218715
819	0.3336144685
820	0.3334711661
821	0.333420567
822	0.3332345805
823	0.3330773823
824	0.3330364379
825	0.3329980523
826	0.3329468541
827	0.3329162804
828	0.3328762309
829	0.332819568
830	0.332753409
831	0.3327138111
832	0.3326547991
833	0.3326509095
834	0.3325910479
835	0.3325044649
836	0.3324751849
837	0.3324058142
838	0.3322917692
839	0.3322356536
840	0.332139614
841	0.3321151375
842	0.3320164776
843	0.3319524279
844	0.3318567597
845	0.3317088039
846	0.3316361254
847	0.3315476992
848	0.331445804
849	0.3313678706
850	0.3312818379
851	0.3312098288
852	0.3311541253
853	0.3310966711
854	0.3310590422
855	0.3309299556
856	0.3307996884
857	0.3307382928
858	0.330557143
859	0.3303611195
860	0.330282661
861	0.3302534195
862	0.3302238732
863	0.330164435
864	0.3301137076
865	0.3300887957
866	0.3300706868
867	0.3299964622
868	0.3299784439
869	0.3298255889
870	0.329746249
871	0.329688988
872	0.3296394794
873	0.3295292215
874	0.3294471325
875	0.3293868393
876	0.329302565
877	0.3292494979
878	0.3291959273
879	0.3291432065
880	0.329039086
881	0.3290070833
882	0.3289370573
883	0.3288651237
884	0.3287783959
885	0.3286949228
886	0.3286029049
887	0.3285759773
888	0.3285081085
889	0.3283590701
890	0.328308628
891	0.3282505884
892	0.3281530545
893	0.3281001395
894	0.3280147072
895	0.3279600165
896	0.3279121931
897	0.3278348045
898	0.3277593389
899	0.3276157312
900	0.3275532986
901	0.3274641644
902	0.3273293464
903	0.3272262481
904	0.3271553118
905	0.327135401
906	0.3270552185
907	0.327012146
908	0.3269476886
909	0.3269115526
910	0.3267644986
911	0.3267005604
912	0.3266500428
913	0.3265729449
914	0.3265480386
915	0.3264520758
916	0.3263833501
917	0.326358662
918	0.3262153034
919	0.3262027185
920	0.3261055126
921	0.3260032998
922	0.3258458314
923	0.3257629814
924	0.3256249911
925	0.3255765784
926	0.3255286524
927	0.325464514
928	0.3253903633
929	0.3253388227
930	0.3252148241
931	0.3251689531
932	0.3250747222
933	0.3249882159
934	0.3249126897
935	0.3248810769
936	0.324779328
937	0.3247307808
938	0.3246195
939	0.324571502
940	0.3245130175
941	0.3244873259
942	0.3244836215
943	0.3244480596
944	0.3243880474
945	0.3243600853
946	0.3243308515
947	0.3242846731
948	0.3242395151
949	0.3241670755
950	0.3241264279
951	0.3239946296
952	0.3239028045
953	0.3238297359
954	0.3237628964
955	0.3235972686
956	0.3234790194
957	0.3234040461
958	0.3233576915
959	0.3233116388
960	0.3232024338
961	0.3231760649
962	0.3230830082
963	0.3229205939
964	0.3228811873
965	0.3227691607
966	0.3227129999
967	0.3226316675
968	0.322445922
969	0.3223673511
970	0.3223229078
971	0.3222927523
972	0.3222493847
973	0.322174292
974	0.3221028822
975	0.3220759338
976	0.3219661384
977	0.321925906
978	0.3218747609
979	0.3218395181
980	0.3218046695
981	0.3217654208
982	0.3216853636
983	0.3216182122
984	0.3215668895
985	0.3215281734
986	0.3214871756
987	0.3214348987
988	0.3214068492
989	0.321375834
990	0.3213101104
991	0.3212597812
992	0.3211872658
993	0.3210677762
994	0.3210114374
995	0.3209258681
996	0.3208436804
997	0.3206809742
998	0.3206046866
999	0.3205150483
